target,model,folds,median_top1_lift,min_top1_lift,max_top1_lift,sum_top100_hits,aggregate_selected
5,full_reference,4,9.46989048750406,4.457413479052823,47.990169203138294,91,1502
5,live_core,4,10.543791049342875,3.1379543046636464,20.466395689573684,32,1502
10,full_reference,4,10.190754820822058,2.2707578100835137,15.835263157894738,12,1502
10,live_core,4,4.909968336399304,2.1598587574014245,6.680984340044743,7,1502
25,full_reference,4,12.316386971527178,4.62767425477916,40.08590604026846,4,1502
25,live_core,4,3.8775317581200435,0.0,16.715,2,1502
100,full_reference,4,24.108381147540985,6.254590984974958,66.80984340044743,2,1502
100,live_core,4,0.0,0.0,7.714754098360656,0,1502
